record_id,key,entry_type,year,title,author,booktitle,journal,publisher,doi,url,eprint,archiveprefix,note,cited_in_main,citation_count,first_cited_line
INC-057,Stocker2017Complexity,article,2017,The Growing Complexity of Content Delivery Networks: Challenges and Implications for the Internet Ecosystem,"Stocker, Volker and Smaragdakis, Georgios and Lehr, William and Bauer, Steven",,Telecommunications Policy,,10.1016/j.telpol.2016.11.006,,,,,yes,13,113
INC-058,Vakali2003CDNStatus,article,2003,Content Delivery Networks: Status and Trends,"Vakali, Athena and Pallis, George",,IEEE Internet Computing,,10.1109/MIC.2003.1250586,,,,,yes,7,113
INC-059,alabbasi2019multi,article,2019,{Multi-Tier Caching Analysis in {CDN}-Based Over-the-Top Video Streaming Systems},"Al-Abbasi, Abubakr O. and Aggarwal, Vaneet and Ra, Moo-Ryong",,IEEE/ACM Trans. Networking,,10.1109/tnet.2019.2900434,,,,,yes,2,479
INC-060,Lee2022Economics,article,2022,On the Economics Effects of {CDN}-Mediated Delivery on Content Providers,"Lee, Sangtae and Manjunath, D. and Joo, Changhee",,IEEE Transactions on Network and Service Management,,10.1109/TNSM.2022.3162883,https://ieeexplore.ieee.org/document/9744122,,,,yes,2,113
INC-061,Wichtlhuber2015SDNISP,article,2015,{An {SDN}-Based {CDN}/ISP Collaboration Architecture for Managing High-Volume Flows},"Wichtlhuber, Matthias and Reinecke, Robert and Hausheer, David",,IEEE Trans. Netw. Serv. Manage.,,10.1109/tnsm.2015.2404792,,,,,yes,3,113
INC-062,alabbasi2020quantitative,phdthesis,2020,{A Quantitative Framework for {CDN}-Based Over-the-Top Video Streaming Systems},A. Alabbasi,,,,10.25394/PGS.11455869.v1,,,,,yes,2,479
INC-063,zhu2022user,article,2022,{User Mapping Strategy in Multi-{CDN} Streaming: A Data-Driven Approach},G. Zhu and W. Gu,,IEEE Internet Things J,,10.1109/JIOT.2021.3112561,,,,,yes,5,677
INC-064,sidhu2025multi,inproceedings,2025,{A Multi-{CDN} Playground for Dash.js: Enabling Integration of {CDN} Switching Strategies},"Sidhu, Jashanjot Singh and Joshi, Chidambar and Bentaleb, Abdelhak",Proceedings of the 16th ACM Multimedia Systems Conference,,ACM,10.1145/3712676.3719268,,,,,yes,1,762
INC-065,Tullemans2018MultiCDN,article,2018,{Technical Practices for a Multi-{CDN} Distribution Strategy},"Tullemans, Bram",,SMPTE Mot. Imag. J,,10.5594/jmi.2018.2831078,,,,,yes,8,152
INC-066,joshi2025imac,inproceedings,2025,{IMAC: Intelligent Multi-Agent Content Steering for {DASH}},C. Joshi and J. Sidhu and A. Bentaleb,Proc. 4th Mile-High Video Conf,,ACM,10.1145/3715675.3715839,,,,,yes,3,673
INC-067,kara2025cdn,inproceedings,2025,{{CDN} Failure Management in Content Steering Multi-{CDN} System},"Kara, Burak and Simon, Gwendal",Proceedings of the 4th Mile-High Video Conference,,ACM,10.1145/3715675.3715790,,,,,yes,3,675
INC-068,bentaleb2023which,inproceedings,2023,{Which {CDN} to Download From? A Client and Server Strategies},A. Bentaleb and R. Farahani and F. Tashtarian and C. Timmerer and H. Hellwagner and R. Zimmermann,Proc. 2nd Mile-High Video Conf,,ACM,10.1145/3588444.3591030,,,,,yes,4,671
INC-069,kara2024dynamic,inproceedings,2024,{Dynamic Content Steering Services},"Kara, Burak and Simon, Gwendal",Proceedings of the 3rd Mile-High Video Conference,,ACM,10.1145/3638036.3640252,,,,,yes,11,152
INC-070,wang2017optimizing,inproceedings,2017,{Optimizing Multi-Cloud {CDN} Deployment and Scheduling Strategies Using Big Data Analysis},"Wang, Congjie and Lu, Zhihui and Wu, Ziyan and Wu, Jie and Huang, Shalin",2017 IEEE International Conference on Services Computing (SCC),,IEEE,10.1109/scc.2017.42,,,,,yes,2,677
INC-071,reznik2024multi,inproceedings,2024,{On Multi-{CDN} Delivery Costs Optimization Problem},"Reznik, Yuriy A. and Cabrera, Guillem",2024 International Symposium on Multimedia (ISM),,IEEE,10.1109/ism63611.2024.00035,,,,,yes,3,677
INC-072,wang2018speeding,inproceedings,2018,{Speeding Up Multi-{CDN} Content Delivery via Traffic Demand Reshaping},"Wang, Huan and Tang, Guoming and Wu, Kui and Fan, Jiamin",2018 IEEE 38th International Conference on Distributed Computing Systems (ICDCS),,IEEE,10.1109/icdcs.2018.00049,,,,,yes,1,762
INC-073,firouzi2021convergence,article,2022,"{The convergence and interplay of edge, fog, and cloud in the AI-driven Internet of Things ({IoT})}","Firouzi, Farshad and Farahani, Bahar and Marin{\v s}ek, Alexander",,Information Systems,,10.1016/j.is.2021.101840,,,,,yes,2,820
INC-074,chiang2017clarifying,article,2017,{Clarifying Fog Computing and Networking: 10 Questions and Answers},"Chiang, Mung and Ha, Sangtae and Risso, Fulvio and Zhang, Tao and Chih-Lin, I.",,IEEE Commun. Mag.,,10.1109/mcom.2017.7901470,,,,,yes,1,818
INC-075,iftikhar2022ai,article,2023,"{AI-based fog and edge computing: A systematic review, taxonomy and future directions}","Iftikhar, Sundas and Gill, Sukhpal Singh and Song, Chenghao and Xu, Minxian and Aslanpour, Mohammad Sadegh and Toosi, Adel N. and Du, Junhui and Wu, Huaming and Ghosh, Shreya and Chowdhury, Deepraj and Golec, Muhammed and Kumar, Mohit and Abdelmoniem, Ahmed M. and Cuadrado, Felix and Varghese, Blesson and Rana, Omer and Dustdar, Schahram and Uhlig, Steve",,Internet of Things,,10.1016/j.iot.2022.100674,,,,,yes,3,184
INC-076,hong2018resource,article,2019,{Resource Management in Fog/Edge Computing},"Hong, Cheol-Ho and Varghese, Blesson",,ACM Comput. Surv.,,10.1145/3326066,,,,,yes,1,818
INC-077,yousefpour2018all,article,2019,{All one needs to know about fog computing and related edge computing paradigms: A complete survey},"Yousefpour, Ashkan and Fung, Caleb and Nguyen, Tam and Kadiyala, Krishna and Jalali, Fatemeh and Niakanlahiji, Amirreza and Kong, Jian and Jue, Jason P.",,Journal of Systems Architecture,,10.1016/j.sysarc.2019.02.009,,,,,yes,6,157
INC-078,de2019foundations,article,2019,"{Foundations and Evolution of Modern Computing Paradigms: Cloud, {IoT}, Edge, and Fog}","De Donno, Michele and Tange, Koen and Dragoni, Nicola",,IEEE Access,,10.1109/access.2019.2947652,,,,,yes,2,816
INC-079,omoniwa2019fog,article,2019,"{Fog/Edge Computing-Based {IoT} (FECIoT): Architecture, Applications, and Research Issues}","Omoniwa, Babatunji and Hussain, Riaz and Javed, Muhammad Awais and Bouk, Safdar Hussain and Malik, Shahzad A.",,IEEE Internet Things J.,,10.1109/jiot.2018.2875544,,,,,yes,2,820
INC-080,perera2017fog,article,2017,{Fog Computing for Sustainable Smart Cities},"Perera, Charith and Qin, Yongrui and Estrella, Julio C. and Reiff-Marganiec, Stephan and Vasilakos, Athanasios V.",,ACM Comput. Surv.,,10.1145/3057266,,,,,yes,2,820
INC-081,habibi2020fog,article,2020,{Fog Computing: A Comprehensive Architectural Survey},"Habibi, Pooyan and Farhoudi, Mohammad and Kazemian, Sepehr and Khorsandi, Siavash and Leon-Garcia, Alberto",,IEEE Access,,10.1109/access.2020.2983253,,,,,yes,1,818
INC-082,hazra2023fog,article,2023,"{Fog computing for next-generation Internet of Things: Fundamental, state-of-the-art and research challenges}","Hazra, Abhishek and Rana, Pradeep and Adhikari, Mainak and Amgoth, Tarachand",,Computer Science Review,,10.1016/j.cosrev.2023.100549,,,,,yes,1,826
INC-083,xu2024xrl,article,2024,{XRL-SHAP-Cache: an explainable reinforcement learning approach for intelligent edge service caching in content delivery networks},"Xu, Xiaolong and Wu, Fan and Bilal, Muhammad and Xia, Xiaoyu and Dou, Wanchun and Yao, Lina and Zhong, Weiyi",,Sci. China Inf. Sci.,,10.1007/s11432-023-3987-y,,,,,yes,2,832
INC-084,gupta2022popularity,article,2022,{Popularity Prediction of Video Content Over Cloud-Based {CDN} Using End User Interest},"Gupta, Rohit Kumar and Kurabadwala, Shabbir and Tiwari, Pradeep Kumar and Mundra, Ankit",,International Journal of Software Innovation,,10.4018/ijsi.301227,,,,,yes,2,832
INC-085,yang2018content,article,2019,{Content Popularity Prediction Towards Location-Aware Mobile Edge Caching},"Yang, Peng and Zhang, Ning and Zhang, Shan and Yu, Li and Zhang, Junshan and Shen, Xuemin",,IEEE Trans. Multimedia,,10.1109/tmm.2018.2870521,,,,,yes,2,832
INC-086,aghazadeh2023autonomous,article,2023,{An autonomous proactive content caching method in edge computing environment: a learning-based approach},"Aghazadeh, Rafat and Shahidinejad, Ali and Ghobaei-Arani, Mostafa",,Multimed Tools Appl,,10.1007/s11042-023-14935-8,,,,,yes,2,832
INC-087,yadav2024efficient,article,2024,{Efficient Content Distribution in Fog-Based {CDN}: A Joint Optimization Algorithm for Fog-Node Placement and Content Delivery},"Yadav, Prateek and Kar, Subrat",,IEEE Internet Things J.,,10.1109/jiot.2024.3355468,,,,,yes,8,157
INC-088,hu2024many,article,2024,{Many-Objective Optimization-Based Content Popularity Prediction for Cache-Assisted Cloud--Edge--End Collaborative {IoT} Networks},"Hu, Zhaoming and Fang, Chao and Wang, Zhuwei and Tseng, Shu-Ming and Dong, Mianxiong",,IEEE Internet Things J.,,10.1109/jiot.2023.3290793,,,,,yes,3,832
INC-089,qiao2020deep,article,2020,{Deep Reinforcement Learning for Cooperative Content Caching in Vehicular Edge Computing and Networks},"Qiao, Guanhua and Leng, Supeng and Maharjan, Sabita and Zhang, Yan and Ansari, Nirwan",,IEEE Internet Things J.,,10.1109/jiot.2019.2945640,,,,,yes,2,834
INC-090,garg2020online,article,2020,{Online Content Popularity Prediction and Learning in Wireless Edge Caching},"Garg, Navneet and Sellathurai, Mathini and Bhatia, Vimal and Bharath, B. N. and Ratnarajah, Tharmalingam",,IEEE Trans. Commun.,,10.1109/tcomm.2019.2956041,,,,,yes,2,832
INC-091,naeem2020comparative,article,2020,{A Comparative Performance Analysis of Popularity-Based Caching Strategies in Named Data Networking},"Naeem, Muhammad Ali and Rehman, Muhammad Atif Ur and Ullah, Rehmat and Kim, Byung-Seo",,IEEE Access,,10.1109/access.2020.2980385,,,,,yes,2,374
INC-092,fan2020pa,article,2021,{PA-Cache: Evolving Learning-Based Popularity- Aware Content Caching in Edge Networks},"Fan, Qilin and Li, Xiuhua and Li, Jian and He, Qiang and Wang, Kai and Wen, Junhao",,IEEE Trans. Netw. Serv. Manage.,,10.1109/tnsm.2021.3053645,,,,,yes,2,832
INC-093,liu2018content,article,2018,{Content Popularity Prediction and Caching for {ICN}: A Deep Learning Approach With {SDN}},"Liu, Wai-Xi and Zhang, Jie and Liang, Zhong-Wei and Peng, Ling-Xi and Cai, Jun",,IEEE Access,,10.1109/access.2017.2781716,,,,,yes,2,374
INC-094,liang2021multi,article,2021,{Multi-Head Attention Based Popularity Prediction Caching in Social Content-Centric Networking With Mobile Edge Computing},"Liang, Jie and Zhu, Dali and Liu, Haitao and Ping, Heng and Li, Ting and Zhang, Hangsheng and Geng, Liru and Liu, Yinlong",,IEEE Commun. Lett.,,10.1109/lcomm.2020.3030329,,,,,yes,1,832
INC-095,li2021mobility,article,2021,{Mobility and marginal gain based content caching and placement for cooperative edge-cloud computing},"Li, Chunlin and Song, Mingyang and Yu, Chongchong and Luo, Youlong",,Information Sciences,,10.1016/j.ins.2020.09.016,,,,,yes,2,834
INC-096,li2023user,article,2023,{User-Preference-Learning-Based Proactive Edge Caching for {D2D}-Assisted Wireless Networks},D. Li and H. Zhang and H. Ding and T. Li and D. Liang and D. Yuan,,IEEE Internet Things J,,10.1109/JIOT.2023.3244621,,,,,yes,2,832
INC-097,wei2023popularity,article,2023,{Popularity-Based Data Placement With Load Balancing in Edge Computing},"Wei, Xinliang and Wang, Yu",,IEEE Trans. Cloud Comput.,,10.1109/tcc.2021.3096467,,,,,yes,1,830
INC-098,chen2020collaborative,article,2020,{Collaborative Content Placement Among Wireless Edge Caching Stations With Time-to-Live Cache},"Chen, Lixing and Song, Linqi and Chakareski, Jacob and Xu, Jie",,IEEE Trans. Multimedia,,10.1109/tmm.2019.2929004,,,,,yes,2,834
INC-099,pu2018online,article,2018,"{Online Resource Allocation, Content Placement and Request Routing for Cost-Efficient Edge Caching in Cloud Radio Access Networks}","Pu, Lingjun and Jiao, Lei and Chen, Xu and Wang, Lin and Xie, Qinyi and Xu, Jingdong",,IEEE J. Select. Areas Commun.,,10.1109/jsac.2018.2844624,,,,,yes,2,834
INC-100,negara2023c3cps,article,2023,{C3CPS: CRITIC-CoCoSo-based caching placement strategy using multi-criteria decision method for efficient content distribution in Named Data Networking},R. M. Negara and N. R. Syambas and E. Mulyana,,J. King Saud Univ. Comput. Inf. Sci,,10.1016/j.jksuci.2023.101714,,,,,yes,2,374
INC-101,alghamdi2019novel,article,2019,{A Novel Fog Computing Based Architecture to Improve the Performance in Content Delivery Networks},"Alghamdi, Fatimah and Mahfoudh, Saoucene and Barnawi, Ahmed",,Wireless Communications and Mobile Computing,,10.1155/2019/7864094,,,,,yes,1,877
INC-102,hua2020fog,article,2020,{A Fog caching scheme enabled by {ICN} for {IoT} environments},"Hua, Yining and Guan, Lin and Kyriakopoulos, Konstantinos G.",,Future Generation Computer Systems,,10.1016/j.future.2020.04.040,,,,,yes,2,374
INC-103,fang2022deep,article,2022,{Deep-Reinforcement-Learning-Based Resource Allocation for Content Distribution in Fog Radio Access Networks},"Fang, Chao and Xu, Hang and Yang, Yihui and Hu, Zhaoming and Tu, Shanshan and Ota, Kaoru and Yang, Zheng and Dong, Mianxiong and Han, Zhu and Yu, F. Richard and Liu, Yunjie",,IEEE Internet Things J.,,10.1109/jiot.2022.3146239,,,,,yes,1,875
INC-104,mouradian2017comprehensive,article,2018,{A Comprehensive Survey on Fog Computing: State-of-the-Art and Research Challenges},C. Mouradian and D. Naboulsi and S. Yangui and R. H. Glitho and M. J. Morrow and P. A. Polakos,,IEEE Commun. Surv. Tut,,10.1109/COMST.2017.2771153,,,,,yes,2,877
INC-105,hasan2022edge,article,2022,{Edge Caching in Fog-Based Sensor Networks through Deep Learning-Associated Quantum Computing Framework},"Hasan, Tayyabah and Ahmad, Fahad and Rizwan, Muhammad and Alshammari, Nasser and Alanazi, Saad Awadh and Hussain, Iftikhar and Naseem, Shahid",,Computational Intelligence and Neuroscience,,10.1155/2022/6138434,,,,,yes,1,875
INC-106,barnawi2021content,article,2022,{Content delivery network for {IoT}-based Fog Computing environment},"Bagies, Enas and Barnawi, Ahmed and Mahfoudh, Saoucene and Kumar, Neeraj",,Computer Networks,,10.1016/j.comnet.2021.108688,,,,,yes,1,879
INC-107,li2020capacity,article,2020,{Capacity-Aware Edge Caching in Fog Computing Networks},"Li, Qiang and Zhang, Yuanmei and Li, Yingyu and Xiao, Yong and Ge, Xiaohu",,IEEE Trans. Veh. Technol.,,10.1109/tvt.2020.3001301,,,,,yes,2,877
INC-108,Xu2006HybridCDNP2P,article,2006,{Analysis of a {CDN}--{P2P} hybrid architecture for cost-effective streaming media distribution},"Xu, Dongyan and Kulkarni, Sunil Suresh and Rosenberg, Catherine and Chai, Heung-Keung",,Multimedia Systems,,10.1007/s00530-006-0015-3,,,,,yes,7,115
INC-109,muscat2021hybrid,inproceedings,2021,{A Hybrid {CDN}-{P2P} Architecture for Live Video Streaming},"Muscat, Nicholas and Debono, Carl James",IEEE EUROCON 2021 - 19th International Conference on Smart Technologies,,IEEE,10.1109/eurocon52738.2021.9535633,,,,,yes,3,496
INC-110,farahani2024alive,article,2024,{ALIVE: A Latency- and Cost-Aware Hybrid {P2P}-{CDN} Framework for Live Video Streaming},"Farahani, Reza and {\c C}etinkaya, Ekrem and Timmerer, Christian and Shojafar, Mohammad and Ghanbari, Mohammad and Hellwagner, Hermann",,IEEE Trans. Netw. Serv. Manage.,,10.1109/tnsm.2023.3335190,,,,,yes,7,147
INC-111,Zhang2015Xunlei,article,2015,{Unreeling Xunlei Kankan: Understanding Hybrid {CDN}-{P2P} Video-on-Demand Streaming},"Zhang, Ge and Liu, Wei and Hei, Xiaojun and Cheng, Wenqing",,IEEE Trans. Multimedia,,10.1109/tmm.2014.2383617,,,,,yes,5,147
INC-112,farahani2022hybrid,inproceedings,2022,{Hybrid {P2P}-{CDN} Architecture for Live Video Streaming: An Online Learning Approach},R. Farahani and A. Bentaleb and E. {\c C}etinkaya and C. Timmerer and R. Zimmermann and H. Hellwagner,Proc. IEEE Global Commun. Conf. (GLOBECOM),,IEEE,10.1109/GLOBECOM48099.2022.10001091,,,,,yes,1,512
INC-113,nacakli2021controlling,article,2021,{Controlling {P2P}-{CDN} Live Streaming Services at {SDN}-Enabled Multi-Access Edge Datacenters},"Nacakli, Selin and Tekalp, A. Murat",,IEEE Trans. Multimedia,,10.1109/tmm.2020.3032042,,,,,yes,1,519
INC-114,farahani2024low,misc,2024,Towards low-latency and energy-efficient hybrid {P2P-CDN} live video streaming,"Farahani, Reza and Timmerer, Christian and Hellwagner, Hermann",,,,,https://arxiv.org/abs/2403.16985,2403.16985,arXiv,,yes,1,512
INC-115,zhejiayu2021when,inproceedings,2021,{When Locality is not enough: Boosting Peer Selection of Hybrid {CDN}-{P2P} Live Streaming Systems Using Machine Learning},"Ma, Zhejiayu and Giroire, Frederic and Urvoy-Keller, Guillaume and Rouibia, Soufiane",Proc. IFIP Network Traffic Measurement and Analysis Conf. (TMA),,IFIP,,https://inria.hal.science/hal-03441537,,,,yes,5,517
INC-116,seo2019transport,article,2019,{A transport-history-based peer selection algorithm for {P2P}-assisted {DASH} systems based on WebRTC},J. Seo and S. Choi and S. Kim and J. Jeon and Y. Kim,,J. Broadcast Eng.,,10.5909/JBE.2019.24.2.251,,,,,yes,1,517
INC-117,saengarunwong2018two,inproceedings,2018,{A Two-Step Server Selection in Hybrid {CDN}-{P2P} Mesh-based for Video-on-Demand Streaming},"Saengarunwong, Arnon and Sanguankotchakorn, Teerapat",2018 International Conference on Information and Communication Technology Convergence (ICTC),,IEEE,10.1109/ictc.2018.8539453,,,,,yes,3,517
INC-118,budhkar2019overlay,article,2020,{An overlay management strategy to improve QoS in {CDN}-{P2P} live streaming systems},"Budhkar, Shilpa and Tamarapalli, Venkatesh",,Peer-to-Peer Netw. Appl.,,10.1007/s12083-019-00755-x,,,,,yes,6,517
INC-119,esposito2014integrating,inproceedings,2014,{Integrating Piece and Peer Selection in Content Distribution Networks},"Esposito, Flavio and Cerroni, Walter",2014 IEEE Global Communications Conference (GLOBECOM),,IEEE,10.1109/glocom.2014.7417806,,,,,yes,2,517
INC-120,kim2011cdn,inproceedings,2011,{A {CDN}-{P2P} hybrid architecture with content/location awareness for live streaming service networks},"Kim, Thinh Nguyen and Jeon, Seil and Kim, Younghan",2011 IEEE 15th International Symposium on Consumer Electronics (ISCE),,IEEE,10.1109/isce.2011.5973865,,,,,yes,1,517
INC-121,nguyen2011cdn,article,2011,{A {CDN}-{P2P} Hybrid Architecture with Location/Content Awareness for Live Streaming Services},"Nguyen, Kim-Thinh and Kim, Y.",,KSII TIIS,,10.3837/tiis.2011.11.015,,,,,yes,2,517
INC-122,yousafzai2021crowd,article,2021,{CROWD-{CDN}: A cryptocurrency incentivized crowdsourced peer-to-peer content delivery framework},"Yousafzai, Abdullah and Kumar, Priyan Malarvizhi and Hong, Choong Seon",,Computer Communications,,10.1016/j.comcom.2021.08.007,,,,,yes,2,432
INC-123,kumar2023churn,article,2023,{A Churn-Tolerant {P2P} {CDN} at the Edge for Video Content Delivery},"Kumar, Akhilesh and Banerjea, Shashwati and Pandey, Mayank",,SN COMPUT. SCI.,,10.1007/s42979-023-01935-6,,,,,yes,1,581
INC-124,kumar2023churnhttp2,article,2023,{Churn-tolerant {CDN} at the edge for adaptive video streaming: towards multi-connection approach using HTTP/2},"Kumar, Akhilesh and Banerjea, Shashwati and Pandey, Mayank",,Int. j. inf. tecnol.,,10.1007/s41870-023-01393-6,,,,,yes,2,583
INC-125,sheshjavani2016cmpvod,inproceedings,2016,{CMPVoD: A cluster mesh-based architecture for {VoD} streaming over hybrid {CDN}-{P2P} networks},"Ghaffari Sheshjavani, Abdollah and Akbari, Behzad and Ghaeini, Hamid Reza",2016 8th International Symposium on Telecommunications (IST),,IEEE,10.1109/istel.2016.7881930,,,,,yes,2,583
INC-126,guo2008aqcs,incollection,2008,{AQCS: Adaptive Queue-Based Chunk Scheduling for {P2P} Live Streaming},"Guo, Yang and Liang, Chao and Liu, Yong",Lecture Notes in Computer Science,,Springer Berlin Heidelberg,10.1007/978-3-540-79549-0\_38,,,,,yes,2,583
INC-127,liao2012novel,article,2012,{A novel data replication mechanism in {P2P} {VoD} system},"Liao, Xiaofei and Jin, Hai and Yu, Linchen",,Future Generation Computer Systems,,10.1016/j.future.2011.10.006,,,,,yes,3,581
INC-128,branca2009evaluating,inproceedings,2009,{Evaluating Peer Churn Effects on {P2P}-Based Video-on-Demand Services},"Branca, Giovanni and Schierl, Thomas and Atzori, Luigi",GLOBECOM 2009 - 2009 IEEE Global Telecommunications Conference,,IEEE,10.1109/glocom.2009.5425527,,,,,yes,2,581
INC-129,kumar2007stochastic,inproceedings,2007,{Stochastic Fluid Theory for {P2P} Streaming Systems},"Kumar, R. and Liu, Y. and Ross, K.",IEEE INFOCOM 2007 - 26th IEEE International Conference on Computer Communications,,IEEE,10.1109/infcom.2007.112,,,,,yes,1,581
INC-130,karagiannis2005should,inproceedings,2005,{Should internet service providers fear peer-assisted content distribution?},"Karagiannis, Thomas and Rodriguez, Pablo and Papagiannaki, Konstantina",Proceedings of the 5th ACM SIGCOMM conference on Internet measurement - IMC '05,,ACM Press,10.1145/1330107.1330115,,,,,yes,2,634
INC-131,he2021fair,inproceedings,2021,{Fair Peer-to-Peer Content Delivery via Blockchain},S. He and Y. Lu and Q. Tang and G. Wang and C. Wu,Computer Security -- ESORICS 2021,,Springer International Publishing,10.1007/978-3-030-88418-5_17,,,,,yes,6,289
INC-132,wei2025qoe,article,2025,{{QoE}-Optimized MultiPath Scheduling for Video Services in Large-Scale Peer-to-Peer CDNs},"Wei, Dehui and Zhang, Jiao and Liu, Xiang and Li, Haozhe and Xue, Zhichen and Huang, Tao and Jiang, Linshan and Li, Jialin",,IEEE J. Select. Areas Commun.,,10.1109/jsac.2025.3528809,,,,,yes,3,634
INC-133,sigurdsson2007potentials,article,2007,{Potentials and challenges of peer-to-peer based content distribution},H. Sigurdsson and U. Halldorsson and G. Hasslinger,,Telematics Informatics,,10.1016/j.tele.2007.01.002,,,,,yes,2,634
INC-134,vu2019blockchain,inproceedings,2019,{Blockchain-based Content Delivery Networks: Content Transparency Meets User Privacy},"Vu, Thang X. and Chatzinotas, Symeon and Ottersten, Bjorn",2019 IEEE Wireless Communications and Networking Conference (WCNC),,IEEE,10.1109/wcnc.2019.8885904,,,,,yes,7,900
INC-135,pratama2025enhancing,article,2025,{Enhancing Digital Video Streaming Through Blockchain and Smart Contracts},"Ajie Pratama, Yogie",,bit-Tech,,10.32877/bt.v7i3.2348,,,,,yes,2,902
INC-136,hasan2018proof,article,2018,{Proof of Delivery of Digital Assets Using Blockchain and Smart Contracts},H. R. Hasan and K. Salah,,IEEE Access,,10.1109/ACCESS.2018.2876971,,,,,yes,18,167
INC-137,he2023blockchain,article,2023,{Blockchain-Based {P2P} Content Delivery With Monetary Incentivization and Fairness Guarantee},"He, Songlin and Lu, Yuan and Tang, Qiang and Wang, Guiling and Wu, Chase Qishi",,IEEE Trans. Parallel Distrib. Syst.,,10.1109/tpds.2022.3217036,,,,,yes,17,167
INC-138,shao2023data,article,2023,{Data Trusted Sharing Delivery: A Blockchain-Assisted Software-Defined Content Delivery Network},"Shao, Sujie and Gong, Weichao and Yang, Huifeng and Guo, Shaoyong and Chen, Liandong and Xiong, Ao",,IEEE Internet Things J.,,10.1109/jiot.2021.3124091,,,,,yes,6,430
INC-139,yazdinejad2020energy,article,2020,{An Energy-Efficient {SDN} Controller Architecture for {IoT} Networks With Blockchain-Based Security},"Yazdinejad, Abbas and Parizi, Reza M. and Dehghantanha, Ali and Zhang, Qi and Choo, Kim-Kwang Raymond",,IEEE Trans. Serv. Comput.,,10.1109/tsc.2020.2966970,,,,,yes,1,929
INC-140,alharbi2020deployment,article,2020,{Deployment of Blockchain Technology in Software Defined Networks: A Survey},"Alharbi, Talal",,IEEE Access,,10.1109/access.2020.2964751,,,,,yes,1,929
INC-141,turner2023promising,article,2023,{A Promising Integration of {SDN} and Blockchain for {IoT} Networks: A Survey},"Turner, Stephen W. and Karakus, Murat and Guler, Evrim and Uludag, Suleyman",,IEEE Access,,10.1109/access.2023.3260777,,,,,yes,3,1026
INC-142,rahman2022integration,article,2022,"{On the Integration of Blockchain and {SDN}: Overview, Applications, and Future Perspectives}","Rahman, Anichur and Montieri, Antonio and Kundu, Dipanjali and Karim, Md. Razaul and Islam, Md. Jahidul and Umme, Sara and Nascita, Alfredo and Pescap{\'e}, Antonio",,J Netw Syst Manage,,10.1007/s10922-022-09682-4,,,,,yes,3,1026
INC-143,Spagna2013_design,article,2013,{Design principles of an operator-owned highly distributed content delivery network},S. Spagna and others,,IEEE Commun. Mag.,,,https://ieeexplore.ieee.org/document/6495772,,,,yes,1,306
INC-144,Taleb2020_slicing,article,2020,{{CDN} slicing over a multi-domain edge cloud},T. Taleb and P. A. Frangoudis and I. Benkacem and A. Ksentini,,IEEE Trans. Mob. Comput,,10.1109/TMC.2019.2921712,,,,,yes,7,157
INC-145,Tyagi2020_optimizing,article,2020,"{Optimizing digital experiences with content delivery networks: Architectures, performance strategies, and future trends}",Anuj Tyagi,,World J. Adv. Res. Rev,,10.30574/wjarr.2020.7.2.0230,,,,,yes,1,314
INC-146,Ren2022_distributed,article,2022,{A Distributed Real-Time Transcoding {CDN} System Design and Performance Simulation Study},"Ren, Yuan and Huang, Cheng and Lv, Yongbo and Lv, Wanjun and Zhang, Han",,Sensors,,10.3390/s22051945,,,,,yes,1,314
INC-147,Tang2019_tapping,article,2019,{Tapping the Knowledge of Dynamic Traffic Demands for Optimal {CDN} Design},"Tang, Guoming and Wang, Huan and Wu, Kui and Guo, Deke",,IEEE/ACM Trans. Networking,,10.1109/tnet.2018.2881169,,,,,yes,1,314
INC-148,Adhikari2012Netflix,inproceedings,2012,Unreeling {Netflix}: Understanding and improving multi-{CDN} movie delivery,"Adhikari, Vijay Kumar and Yang Guo and Fang Hao and Varvello, Matteo and Hilt, Volker and Steiner, Moritz and Zhang, Zhi-Li",IEEE INFOCOM,,IEEE,10.1109/infcom.2012.6195531,,,,,yes,11,115
INC-149,li2019trust,article,2019,{Trust-Enhanced Content Delivery in Blockchain-Based Information-Centric Networking},"Li, Huining and Wang, Kun and Miyazaki, Toshiaki and Xu, Chenhan and Guo, Song and Sun, Yanfei",,IEEE Network,,10.1109/mnet.2019.1800299,,,,,yes,1,374
INC-150,qadri2025developing,misc,2025,{Developing a Blockchain-Based Secure Digital Contents Distribution System},S. Qadri and S. Cha,,,,,https://arxiv.org/abs/2504.17194,2504.17194,arXiv,,yes,2,923
INC-151,liu2019decentralized,article,2019,{Decentralized Resource Allocation for Video Transcoding and Delivery in Blockchain-Based System With Mobile Edge Computing},Y. Liu and F. R. Yu and X. Li and H. Ji and V. C. M. Leung,,IEEE Trans. Veh. Technol,,10.1109/TVT.2019.2937749,,,,,yes,3,929
INC-152,yan2024optimized,inproceedings,2024,{Optimized Deliverer Selection in Blockchain-Based {P2P} Content Delivery Networks},"Yan, Zhenchao and He, Songlin and Wu, Chase and Hou, Aiqin","2024 IEEE International Performance, Computing, and Communications Conference (IPCCC)",,IEEE,10.1109/ipccc59868.2024.10850174,,,,,yes,7,519
